"ESTUDIO";"REGISTRO";"CUES";"CCAA";"PROV";"MUN";"CAPITAL";"ENTREV";"TAMUNI";"TIPO_TEL";"SEXO";"EDAD";"P0";"P0A";"PROBVOTO";"RAZONESVOTO";"VOTOCORREO";"DUDACORREO";"VOTOCORREOEMITIDO1";"VOTODUDA1";"VOTODUDA2";"VOTOCORREOEMITIDO2";"VOTOCORREOEMITIDOCONJUNTO";"FIDELVOTOCORREO";"INTENCIONG";"CORREOEMITIDOINTENCIONGR";"ESCIDEOL";"PREFPTE";"PARTICIPACIONG";"RECUVOTOG";"RECUERDO";"CERCANIA";"ESCUELA";"NIVELESTENTREV";"ESTUDIOS";"SITLAB";"RELALAB";"CNO11";"CNO11R";"INGRESHOG";"CLASESOCIAL";"CLASESUB";"SINCERIDAD";"PESO";"PESOCCAA";"IA_I501";"IA_I502";"IA_I503";"IA_I504";"IA_I505";"IA_I506";"IA_I507";"IA_I508";"IA_I509";"IA_I510";"IA_I511";"IA_I512";"IA_I513";"IA_I514";"IA_I515";"IA_I516";"IA_I517";"IA_I518";"IA_I519";"IA_I520";"IA_I521";"IA_I522";"IA_I523";"IA_I524";"IA_I525";"IA_I526";"IA_I528";"IA_I529";"IA_I530";"IA_I531";"IA_I532";"IA_I533";"IA_I534";"IA_I535";"IA_I536";"IA_I537";"IA_I538";"IA_I539";"IA_I540";"IA_I541";"IA_I542";"IA_I543";"IA_OBS1";"IA_OBS2";"IA_E1_DIA";"IA_E1_MES";"IA_E1_ANYO";"IA_E2";"IA_E3";"IA_E4";"IA_VALIDA";"IA_APLAZADA";"IA_MODIFICADA";"IA_SUPERVISADA";"IA_C2";"IA_C2A";"IA_C2B_1";"IA_C2B_2";"IA_C2B_3";"IA_C2B_4";"IA_C2B_5";"IA_C2B_6";"IA_C2B_7";"IA_C2B_8";"IA_C2B_9";"IA_C2B_10";"IA_C2B_11";"IA_C2B_12";"IA_C2B_13";"IA_C2B_14";"IA_C2B_15";"IA_C2B_16";"IA_C2B_17";"IA_C2B_18";"IA_C2B_19";"IA_C2B_20";"IA_C2B_21";"IA_C2B_22";"IA_C2B_23";"IA_C2B_24";"IA_C2B_25";"IA_C3";"IA_C4";"RECUVOTOGR";"VOTOCORREOEMITIDO1R";"VOTODUDA1R";"VOTODUDA2R";"P3A2COM";"VOTOCORREOEMITIDO2R";"INTENCIONGR";"INTENCIONGRA";"INTENCIONGALTER";"INTENCIONGALTERR";"SIMPATIA";"VOTOSIMG";"VOTOSIMGCONJUNTO"
3415;16654;1663;2;50;297;1;0;6;1;2;68;1;1;7;6;4;0;0;0;0;0;0;0;1;1;3;1;8;0;9998;9997;3;9;6;2;0;0;12;4;4;3;1;0,62177;1,0735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;"";"";10;7;23;1;7;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;1;1;8996;8996;0;1;1
3415;17815;1749;2;50;297;1;0;6;2;1;39;1;1;10;5;4;0;0;0;0;0;0;0;2;2;6;2;1;9998;9998;2;3;8;6;1;1;2;2;3;3;2;1;0,55374;1,2391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"";"";11;7;23;2;8;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9998;0;0;0;0;0;2;2;3;3;0;2;2
3415;18148;1778;2;50;297;1;0;6;2;2;55;1;1;9;3;4;0;0;0;0;0;0;0;1;1;5;1;1;1;1;1;3;9;6;1;1;2;2;4;5;4;1;0,56654;1,06358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"";"";10;7;23;1;7;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;21;21;0;1;1
3415;18326;1798;2;50;297;1;0;6;2;1;54;1;1;10;5;4;0;0;0;0;0;0;0;2;2;5;2;1;5;5;2;3;7;5;1;1;2;2;2;3;2;1;0,52474;1,37431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;9;0;0;0;0;8;0;"";"";10;7;23;1;9;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;0;0;0;0;0;2;2;3;3;0;2;2
3415;18849;1839;2;50;297;1;0;6;2;2;55;1;1;10;5;4;0;0;0;0;0;0;0;2;2;7;2;1;2;2;2;3;9;6;1;1;3;3;4;3;2;1;0,56654;1,06358;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;3;0;"";"";10;7;23;1;7;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;0;2;2;9997;9997;0;2;2
3415;18915;1846;2;50;297;1;0;6;2;2;45;1;2;10;3;4;0;0;0;0;0;0;0;1;1;4;1;2;0;9997;1;3;6;4;1;1;5;5;6;3;2;1;0,5469;1,20314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;"";"";10;7;23;1;7;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;1;1;21;21;0;1;1
3415;19772;1904;2;50;297;1;0;6;1;2;48;1;1;10;5;4;0;0;0;0;0;0;0;9998;9998;6;2;1;1;1;1;3;6;4;1;1;5;5;4;5;4;2;0,5469;1,20314;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;"";"";10;7;23;1;9;3;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;1;0;0;0;0;0;9998;9999;0;0;203;21;21
3415;21249;2019;2;50;297;1;0;6;2;1;49;1;1;9;3;4;0;0;0;0;0;0;0;9998;9998;5;97;1;5;5;9997;3;9;6;1;3;2;2;2;3;2;1;0,52474;1,37431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;"";"";10;7;23;1;7;3;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;5;0;0;0;0;0;9998;9999;0;0;9998;9998;9998
3415;21472;2038;2;50;297;1;0;6;1;1;58;1;1;10;6;4;0;0;0;0;0;0;0;2;2;5;2;2;0;9997;8995;3;9;6;1;1;2;2;1;2;1;2;0,50009;0,80812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"";"";10;7;23;1;9;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;2;2;8996;8996;0;2;2
3415;22470;2125;2;50;297;1;0;6;2;2;51;1;1;10;97;4;0;0;0;0;0;0;0;2;2;6;2;1;5;5;2;3;8;6;1;1;2;2;2;3;2;1;0,5469;1,20314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";10;7;23;1;5;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;0;0;0;0;0;2;2;9993;9993;0;2;2
3415;22902;2149;2;50;297;1;0;6;1;2;53;1;1;10;3;4;0;0;0;0;0;0;0;1;1;3;1;1;1;1;1;3;8;6;7;0;0;14;3;5;4;1;0,5469;1,20314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;3;1;"";"";10;7;23;1;7;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;21;21;0;1;1
3415;24586;2304;2;50;297;1;0;6;2;2;85;1;1;8;5;4;0;0;0;0;0;0;0;2;2;8;2;1;2;2;2;3;8;6;2;0;0;12;4;3;2;1;0,7865;1,86745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";10;7;23;1;9;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;0;2;2;9993;9993;0;2;2
3415;26941;2501;2;50;297;1;0;6;2;2;63;1;1;10;1;4;0;0;0;0;0;0;0;1;1;4;1;1;1;1;1;3;9;6;1;1;3;3;3;3;2;2;0,56654;1,06358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"";"";10;7;23;1;7;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;9993;9993;0;1;1
3415;29681;2737;2;50;297;1;0;6;1;1;37;1;1;10;3;4;0;0;0;0;0;0;0;21;21;1;4;1;4;4;21;3;7;5;4;0;0;16;5;5;4;2;0,55374;1,2391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;"";"";10;7;23;1;8;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;0;0;0;0;0;21;21;9993;9993;0;21;21
3415;29782;2746;2;50;297;1;0;6;1;1;58;1;1;10;5;4;0;0;0;0;0;0;0;1;1;4;4;1;1;1;21;3;6;4;1;1;2;2;1;4;3;1;0,50009;0,80812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;2;0;"";"";10;7;23;1;7;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;21;21;0;1;1
3415;31731;2913;2;50;297;1;0;6;2;2;29;1;1;3;3;4;0;0;0;0;0;0;0;9998;9998;4;97;1;1;1;1;3;9;6;1;1;2;2;5;3;2;2;0,73086;1,15131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";10;7;23;1;8;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;9998;9999;0;0;1;1;1
3415;32607;2987;2;50;297;1;0;6;1;2;51;1;1;10;3;1;0;0;0;0;0;0;0;21;21;1;4;1;4;4;21;3;8;6;1;1;4;4;4;3;2;1;0,5469;1,20314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;7;1;"";"";10;7;23;1;11;3;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;0;0;0;0;0;21;21;9993;9993;0;21;21
3415;32686;2993;2;50;297;1;0;6;2;2;61;1;1;10;6;4;0;0;0;0;0;0;0;2;2;5;2;1;5;5;2;3;6;4;1;1;4;4;5;3;2;1;0,56654;1,06358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";12;7;23;3;8;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;0;0;0;0;0;2;2;8996;8996;0;2;2
3415;33216;3035;2;50;297;1;0;6;1;1;46;1;1;10;3;4;0;0;0;0;0;0;0;3;3;5;3;1;2;2;2;3;6;4;1;1;10;10;2;98;8;2;0,52474;1,37431;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;13;1;"";"";10;7;23;1;6;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;0;3;3;2;2;0;3;3
3415;33501;3057;2;50;297;1;0;6;2;1;60;1;1;2;3;2;0;0;0;0;0;0;0;9998;9998;1;2;1;5;5;9997;3;7;5;1;1;3;3;4;3;2;1;0,50009;0,80812;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;6;1;"";"";11;7;23;2;7;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;0;0;0;0;0;9998;9999;0;0;2;2;2
3415;33696;3075;2;50;297;1;0;6;1;1;47;1;1;10;6;4;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;3;4;3;4;0;0;16;6;5;4;1;0,52474;1,37431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;3;1;"";"";10;7;23;1;8;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;8996;8996;0;1;1
3415;33723;3078;2;50;297;1;0;6;1;1;43;1;1;10;5;1;0;0;0;0;0;0;0;1;1;3;96;8;0;9998;1;3;9;6;1;1;2;2;2;3;2;2;0,55374;1,2391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;8;0;"";"";10;7;23;1;11;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;1;1;21;21;0;1;1
3415;34032;3107;2;50;297;1;0;6;2;1;56;1;1;10;3;4;0;0;0;0;0;0;0;3;3;3;3;4;0;9996;3;3;9;6;1;1;1;1;2;3;2;2;0,50009;0,80812;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;7;0;"";"";10;7;23;1;9;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;3;3;9997;9997;0;3;3
3415;34689;3160;2;50;297;1;0;6;2;2;43;1;1;10;3;4;0;0;0;0;0;0;0;21;21;3;4;1;4;4;21;3;9;6;4;0;0;16;3;12;5;1;0,63768;1,23638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";10;7;23;1;6;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;0;0;0;0;0;21;21;9993;9993;0;21;21
3415;35416;3213;2;50;297;1;0;6;2;2;33;1;1;10;5;4;0;0;0;0;0;0;0;3;3;10;98;1;3;3;3;3;9;6;1;1;2;2;4;2;1;1;0,73086;1,15131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;2;0;"";"";10;7;23;1;6;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;0;0;0;0;0;3;3;2;2;0;3;3
3415;36091;3263;2;50;297;1;0;6;2;2;37;1;1;10;5;4;0;0;0;0;0;0;0;3;3;99;3;2;0;9997;9997;3;7;5;4;0;0;16;6;12;5;1;0,63768;1,23638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1;"";"";10;7;23;1;6;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;3;3;9997;9997;0;3;3
3415;36961;3334;2;50;297;1;0;6;2;2;62;1;1;10;3;4;0;0;0;0;0;0;0;1;1;5;1;2;0;9997;1;3;6;4;3;0;0;15;6;12;5;1;0,56654;1,06358;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;7;0;"";"";10;7;23;1;7;4;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;1;1;21;21;0;1;1
3415;39694;3556;2;50;297;1;0;6;2;1;62;1;1;10;3;4;0;0;0;0;0;0;0;2;2;7;2;1;2;2;2;3;6;4;2;0;0;12;3;4;3;2;0,50009;0,80812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;5;0;"";"";11;7;23;2;6;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;0;0;0;0;0;2;2;9997;9997;0;2;2
3415;39738;3562;2;50;297;1;0;6;1;2;89;1;1;10;3;4;0;0;0;0;0;0;0;1;1;5;1;1;1;1;1;3;6;4;3;0;0;15;3;3;2;1;0,7865;1,86745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;"";"";11;7;23;2;11;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;9997;9997;0;1;1
3415;40468;3622;2;50;297;1;0;6;1;2;30;1;1;2;3;4;0;0;0;0;0;0;0;9998;9998;5;97;2;0;9997;202;3;4;3;4;0;0;16;6;12;5;1;0,73086;1,15131;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;5;0;"";"";11;7;23;2;6;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;9998;9999;0;0;202;202;202
3415;42346;3787;2;50;297;1;0;6;2;1;29;1;1;10;3;2;0;0;0;0;0;0;0;21;21;1;4;2;0;9997;8;3;9;6;1;1;2;2;5;3;2;2;0,63911;1,33187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;"";"";11;7;23;2;7;1;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;0;0;21;21;1;1;0;21;21
3415;42367;3790;2;50;297;1;0;6;2;2;56;1;1;10;5;1;0;0;0;0;0;0;0;21;21;3;4;1;1;1;21;3;8;6;1;1;5;5;3;3;2;1;0,56654;1,06358;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;2;0;"";"";11;7;23;2;7;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;21;21;1;1;0;21;21
3415;42525;3805;2;50;297;1;0;6;2;2;55;1;1;10;3;4;0;0;0;0;0;0;0;8995;8995;3;97;1;6;6;1;3;9;6;1;1;4;4;5;4;3;2;0,56654;1,06358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"";"";11;7;23;2;8;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;0;0;0;0;0;8995;8995;9998;9998;0;8995;8995
3415;42718;3818;2;50;297;1;0;6;2;1;24;1;1;5;7;4;0;0;0;0;0;0;0;9998;9998;5;97;2;0;9997;5;3;9;6;4;0;0;16;3;3;2;2;0,82755;1,49591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"";"";11;7;23;2;10;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;9998;9999;0;0;9998;9998;9998
3415;43529;3886;2;50;297;1;0;6;2;1;33;1;1;10;3;4;0;0;0;0;0;0;0;21;21;2;4;1;4;4;8;3;7;5;1;1;5;5;6;12;5;1;0,63911;1,33187;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;4;0;"";"";11;7;23;2;9;1;1;0;0;1;6;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;4;0;0;0;0;0;21;21;9999;9999;0;21;21
3415;45269;4012;2;50;297;1;0;6;2;2;48;1;1;10;5;4;0;0;0;0;0;0;0;1;1;1;98;1;1;1;1;3;6;4;1;1;8;8;5;3;2;1;0,5469;1,20314;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;5;1;"";"";11;7;23;2;10;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;1;1;9997;9997;0;1;1
3415;47282;4173;2;50;297;1;0;6;1;2;54;1;1;10;2;4;0;0;0;0;0;0;0;9998;9998;5;2;1;1;1;9997;3;5;5;1;1;9;9;5;12;5;1;0,5469;1,20314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;"";"";11;7;23;2;6;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;9998;9999;0;0;2;2;2
3415;51867;4388;2;50;297;1;0;6;2;1;59;1;1;10;3;4;0;0;0;0;0;0;0;2;2;6;2;2;0;9997;2;3;9;6;1;1;2;2;3;3;2;2;0,50009;0,80812;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;6;0;"";"";11;7;23;2;7;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;0;0;0;0;0;2;2;9993;9993;0;2;2
3415;51931;4395;2;50;297;1;0;6;2;2;29;1;1;10;7;4;0;0;0;0;0;0;0;21;21;1;4;1;4;4;8;3;9;6;1;1;2;2;3;3;2;1;0,73086;1,15131;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;8;0;"";"";11;7;23;2;5;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;0;0;0;0;0;21;21;9997;9997;0;21;21
3415;52682;4451;2;50;297;1;0;6;2;2;69;1;1;10;7;4;0;0;0;0;0;0;0;21;21;3;4;1;4;4;21;3;8;6;2;0;0;12;3;5;4;1;0,62177;1,0735;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;2;0;"";"";11;7;23;2;7;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;0;0;0;0;0;21;21;1;1;0;21;21
3415;53626;4524;2;50;297;1;0;6;2;2;60;1;1;10;3;4;0;0;0;0;0;0;0;2;2;4;2;1;1;1;9998;3;4;3;1;1;9;9;3;3;2;2;0,56654;1,06358;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;2;0;"";"";12;7;23;3;8;1;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;0;0;0;0;0;2;2;1;1;0;2;2
3415;54463;4586;2;50;297;1;0;6;2;1;62;1;1;10;5;4;0;0;0;0;0;0;0;2;2;5;2;1;5;5;2;3;9;6;1;1;2;2;1;3;2;1;0,50009;0,80812;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";11;7;23;2;5;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;0;0;0;0;0;2;2;9997;9997;0;2;2
3415;54544;4595;2;50;297;1;0;6;2;1;37;1;2;10;3;4;0;0;0;0;0;0;0;3;3;7;3;1;3;3;3;3;9;6;1;1;2;2;2;3;2;2;0,55374;1,2391;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;7;0;"";"";11;7;23;2;8;2;1;0;0;0;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;0;0;0;0;0;3;3;2;2;0;3;3
